Identifies the type of dwelling involved in the sale,Identifies the general zoning classification of the sale,Linear feet of street connected to the property,Lot size in square feet,Type of road access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions if more than one is present,Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date same as construction date if no remodeling or additions,Type of roof,Roof material,Exterior covering on the house,Exterior covering on house if more than one material,Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluate the general condition of the basement,Refers to walkout or garden-level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area if multiple types,Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet all floors,Above grade ground living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,Bedrooms above grade does not include basement bedrooms,Kitchens above grade,Kitchen Quality,Total rooms above grade does not include bathrooms,Home functionality Assume typical unless deductions are warranted,Number of fireplaces,Fireplace quality,Garage location,The year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Pool area in square feet,Value of miscellaneous feature,Month Sold,Year Sold,Type of sale,Condition of sale,Sale price
20,Residential Low-Density,75,9937,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,5,7,1964,1999,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,637,Unfinished,0,849,1486,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1486,0,0,1486,1,0,1,0,3,1,Average/Typical,7,Typical Functionality,0,No,Detached from home,1968,Finished,2,480,Average/Typical,Average/Typical,Paved,0,0,0,0,0,3,2009,Warranty Deed-Conventional,Normal Sale,167000
60,Residential Low-Density,0,12384,Paved,Regular,Level,All public Utilities,Cul-de-sac,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two-story,7,7,1976,1976,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,233,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,793,793,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1142,793,0,1935,0,0,2,1,3,1,Average/Typical,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1976,Rough Finished,2,550,Average/Typical,Average/Typical,Paved,0,113,252,0,0,11,2007,Warranty Deed-Conventional,Normal Sale,197900
60,Residential Low-Density,52,46589,Paved,Moderately Irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two-story,8,7,1994,2005,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,528,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Good,No Exposure,Good Living Quarters,1361,Average Rec Room,180,88,1629,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1686,762,0,2448,1,0,2,1,4,1,Good,8,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1994,Rough Finished,3,711,Average/Typical,Average/Typical,Paved,517,76,0,0,0,7,2009,Warranty Deed-Conventional,Normal Sale,402000
20,Residential Low-Density,120,13560,Paved,Regular,Level,All public Utilities,Corner lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,3,1968,1968,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,216,Average/Typical,Average/Typical,Cinder Block,Fair (70-79 inches),Fair-dampness or some cracking or settling,No Exposure,Unfinished,0,Unfinished,0,1392,1392,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1392,0,0,1392,1,0,1,0,2,1,Average/Typical,5,Major Deductions 2,2,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1968,Rough Finished,2,576,Average/Typical,Average/Typical,Paved,0,0,240,0,0,7,2009,Warranty Deed-Conventional,Normal Sale,110000
85,Residential Low-Density,90,10012,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,Split Foyer,4,5,1972,1972,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Below Average Living Quarters,920,Average Rec Room,180,38,1138,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1181,0,0,1181,1,0,2,0,3,1,Average/Typical,6,Typical Functionality,0,No,Detached from home,1974,Rough Finished,2,588,Average/Typical,Average/Typical,Paved,0,0,180,0,0,4,2008,Warranty Deed-Conventional,Normal Sale,137500
20,Residential Low-Density,49,20896,Paved,Moderately Irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Somerset,Adjacent to North-South Railroad,Normal,Single-family Detached,One story,8,5,2005,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,Mimimum Exposure,Good Living Quarters,1721,Unfinished,0,356,2077,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2097,0,0,2097,1,0,1,1,1,1,Excellent,8,Typical Functionality,1,Excellent-Exceptional Masonry Fireplace,Attached to the home,2005,Finished,3,1134,Average/Typical,Average/Typical,Paved,192,267,0,0,0,1,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),423000
60,Residential Low-Density,106,11194,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two-story,8,5,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,40,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1406,1406,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1454,482,0,1936,0,0,2,1,3,1,Good,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2000,Rough Finished,2,504,Average/Typical,Average/Typical,Paved,188,124,0,0,0,11,2006,Warranty Deed-Conventional,Normal Sale,230500
60,Residential Low-Density,0,18450,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,Two-story,6,5,1965,1979,Flat,Gravel & Tar,Plywood,Plywood,Brick Common,113,Average/Typical,Good,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Low Quality,187,Average Rec Room,723,111,1021,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1465,915,0,2380,0,0,2,1,3,1,Average/Typical,7,Severely Damaged,1,Poor-Ben Franklin Stove,Car Port,1965,Unfinished,2,596,Average/Typical,Average/Typical,Paved,0,265,0,0,0,8,2007,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",129000
20,Residential Low-Density,65,8125,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,One story,6,5,1994,1998,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,258,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1138,Unfinished,0,270,1408,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1679,0,0,1679,1,0,2,0,3,1,Good,7,Typical Functionality,1,Fair-Prefabricated Fireplace in the basement,Attached to the home,1994,Rough Finished,2,575,Average/Typical,Average/Typical,Paved,224,42,0,0,0,10,2008,Warranty Deed-Conventional,Normal Sale,193500
20,Residential Low-Density,0,14175,Paved,Regular,Banked,All public Utilities,Corner lot,Moderate slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,6,1956,1987,Gable,Standard (Composite) Shingle,Cement Board,Wood Siding,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,988,Unfinished,0,200,1188,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1437,0,0,1437,1,0,1,1,3,1,Average/Typical,6,Minor Deductions 2,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,1999,Unfinished,2,576,Average/Typical,Average/Typical,Paved,304,0,0,0,0,11,2006,Warranty Deed-Conventional,Normal Sale,168000
30,Residential Low-Density,80,11600,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One story,4,5,1922,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0,Average/Typical,Average/Typical,Brick & Tile,Fair (70-79 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,700,700,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1180,0,0,1180,0,0,1,0,2,1,Fair,5,Typical Functionality,1,Good-Masonry Fireplace on the main level,Detached from home,1922,Unfinished,1,252,Average/Typical,Fair,Paved,0,0,67,0,0,7,2006,Warranty Deed-Conventional,Normal Sale,137500
60,Residential Low-Density,64,8633,Paved,Regular,Level,All public Utilities,Frontage on 2 sides of the property,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two-story,6,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,193,Unfinished,0,545,738,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,738,738,0,1476,1,0,2,1,3,1,Good,7,Typical Functionality,0,No,Attached to the home,2005,Finished,2,540,Average/Typical,Average/Typical,Paved,100,35,0,0,0,2,2009,Warranty Deed-Conventional,Normal Sale,173500
70,Residential High-Density,54,6629,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Edwards,Adjacent to arterial street,Normal,Single-family Detached,Two-story,6,6,1925,1950,Gambrel,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Good,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,551,Unfinished,0,121,672,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,697,672,0,1369,1,0,2,0,3,1,Average/Typical,6,Typical Functionality,0,No,Detached from home,1930,Unfinished,1,300,Average/Typical,Average/Typical,Paved,147,0,0,0,0,7,2009,Warranty Deed-Conventional,Normal Sale,103600
20,Residential Low-Density,0,11250,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Veenker,Normal,Normal,Single-family Detached,One story,6,6,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,767,Unfinished,0,441,1208,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1208,0,0,1208,1,0,1,1,3,1,Average/Typical,6,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1977,Rough Finished,2,546,Average/Typical,Average/Typical,Paved,198,42,0,0,0,6,2006,Warranty Deed-Conventional,Normal Sale,165000
20,Residential Low-Density,110,14442,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One story,6,7,1957,2004,Hip,Standard (Composite) Shingle,Cement Board,CmentBd,Brick Face,106,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Good Living Quarters,1186,Unfinished,0,291,1477,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1839,0,0,1839,1,0,2,0,3,1,Good,7,Typical Functionality,2,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1957,Finished,2,416,Average/Typical,Average/Typical,Paved,0,87,0,0,0,6,2007,Warranty Deed-Conventional,Normal Sale,257500
20,Residential Low-Density,80,9200,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,6,6,1965,1965,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,892,Unfinished,0,244,1136,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1136,0,0,1136,1,0,1,0,3,1,Average/Typical,5,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1965,Rough Finished,1,384,Average/Typical,Average/Typical,Paved,426,0,0,0,0,7,2008,Warranty Deed-Conventional,Normal Sale,140000
160,Residential Low-Density,24,2289,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Northpark Villa,Normal,Normal,Twnhs,Two-story,6,6,1978,1978,Gable,Standard (Composite) Shingle,Plywood,Brk Cmn,None,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Living Quarters,311,Unfinished,0,544,855,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,855,586,0,1441,0,0,2,1,3,1,Average/Typical,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1978,Unfinished,2,440,Average/Typical,Average/Typical,Paved,28,0,0,0,0,4,2009,Warranty Deed-Conventional,Normal Sale,148500
70,Residential Medium Density,60,9600,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,Two-story,4,2,1900,1950,Gable,Standard (Composite) Shingle,Asbestos Shingles,Stucco,None,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Fair-dampness or some cracking or settling,No Exposure,Unfinished,0,Unfinished,0,1095,1095,Gas hot water or steam heat,Fair,No,Standard Circuit Breakers & Romex,1095,679,0,1774,1,0,2,0,4,2,Average/Typical,8,Minor Deductions 2,0,No,More than one type of garage,1920,Unfinished,3,779,Fair,Fair,Dirt/Gravel,0,0,90,0,0,5,2006,Warranty Deed-Conventional,Normal Sale,87000
30,Residential Low-Density,52,9022,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,5,8,1924,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0,Good,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,768,768,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,792,0,0,792,0,0,1,0,2,1,Good,5,Typical Functionality,0,No,Detached from home,1924,Unfinished,1,240,Fair,Fair,Dirt/Gravel,316,0,120,0,0,5,2009,Warranty Deed-Conventional,Normal Sale,109500
20,Residential Low-Density,80,11844,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Stone Brook,Normal,Normal,Single-family Detached,One story,8,5,2008,2008,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,464,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical-slight dampness allowed,Mimimum Exposure,Unfinished,0,Unfinished,0,2046,2046,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2046,0,0,2046,0,0,2,1,3,1,Good,7,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,2008,Finished,3,834,Average/Typical,Average/Typical,Paved,322,82,0,0,0,7,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),372500
20,Residential Low-Density,0,9945,Paved,Slightly irregular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,5,1961,1961,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,57,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,827,Unfinished,0,161,988,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,988,0,0,988,1,0,1,0,3,1,Average/Typical,5,Typical Functionality,0,No,Detached from home,1963,Unfinished,2,572,Average/Typical,Average/Typical,Paved,0,0,0,0,0,10,2007,Warranty Deed-Conventional,Normal Sale,128500
120,Residential Low-Density,50,8012,Paved,Regular,Level,All public Utilities,Inside lot,Gentle slope,Sawyer West,Normal,Normal,Townhouse End Unit,One story,6,5,1980,1980,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Below Average Living Quarters,543,Below Average Living Quarters,119,261,923,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,923,0,0,923,0,0,2,0,2,1,Average/Typical,5,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1980,Rough Finished,1,264,Average/Typical,Average/Typical,Paved,80,0,0,0,0,5,2010,Warranty Deed-Conventional,Normal Sale,143000
50,Residential High-Density,55,4500,Paved,Moderately Irregular,Banked,All public Utilities,Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,5,1932,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Stucco,None,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical-slight dampness allowed,No Exposure,Average Rec Room,182,Unfinished,0,611,793,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848,672,0,1520,0,0,1,0,3,1,Average/Typical,6,Typical Functionality,0,No,Detached from home,1968,Unfinished,1,281,Average/Typical,Average/Typical,Paved,0,0,56,0,0,7,2009,Warranty Deed-Conventional,"Abnormal Sale-trade, foreclosure, short sale",159434
120,Residential Low-Density,0,2887,Paved,Regular,Hillside,All public Utilities,Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One story,6,5,1996,1997,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Mimimum Exposure,Good Living Quarters,1003,Unfinished,0,288,1291,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1291,0,0,1291,1,0,1,0,2,1,Good,6,Typical Functionality,1,Good-Masonry Fireplace on the main level,Attached to the home,1996,Unfinished,2,431,Average/Typical,Average/Typical,Paved,307,0,0,0,0,11,2008,Warranty Deed-Conventional,Normal Sale,173000
20,Residential Low-Density,90,11248,Paved,Slightly irregular,Level,All public Utilities,Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,9,5,2002,2002,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,215,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,Average Exposure,Good Living Quarters,1059,Unfinished,0,567,1626,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1668,0,0,1668,1,0,2,0,3,1,Good,7,Typical Functionality,1,Average-Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2002,Finished,3,702,Average/Typical,Average/Typical,Paved,257,45,0,0,0,7,2007,Warranty Deed-Conventional,Normal Sale,285000
60,Residential Low-Density,58,16770,Paved,Moderately Irregular,Level,All public Utilities,Cul-de-sac,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two-story,7,5,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,30,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical-slight dampness allowed,No Exposure,Unfinished,0,Unfinished,0,1195,1195,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1195,644,0,1839,0,0,2,1,4,1,Average/Typical,7,Typical Functionality,0,No,Attached to the home,1998,Finished,2,486,Average/Typical,Average/Typical,Paved,0,81,0,0,0,6,2010,Warranty Deed-Conventional,Normal Sale,221000
